Game_Id,Team,Fouls,On Target,Possession,Shots,Yellow Cards,Date
66,R. Madrid,13,5,46%,11,4,2019-09-14
154,R. Madrid,13,7,50%,16,1,2021-01-23
214,R. Madrid,8,7,47%,12,3,2022-02-19
236,R. Madrid,12,2,39%,4,1,2023-09-16
293,R. Madrid,9,5,46%,12,1,2024-10-05
368,R. Madrid,16,4,43%,13,1,2025-12-06
49,Arsenal,5,8,53%,16,0,2019-04-20
104,Arsenal,10,2,44%,10,2,2020-02-22
142,Arsenal,12,3,47%,13,0,2020-12-05
201,Arsenal,12,3,39%,10,1,2022-01-01
252,Arsenal,15,6,47%,13,0,2023-12-02
295,Arsenal,16,5,43%,13,3,2024-10-05
387,Arsenal,13,4,40%,12,0,2026-04-18
17,Barcelona,23,5,44%,13,1,2018-11-03
105,Barcelona,20,5,47%,12,0,2020-04-18
135,Barcelona,9,3,45%,12,0,2020-11-07
197,Barcelona,14,4,56%,14,3,2021-12-04
263,Barcelona,18,8,55%,15,2,2024-01-06
318,Barcelona,10,5,47%,12,1,2025-01-04
349,Barcelona,13,1,35%,8,1,2025-10-04
3,FC Bayern,12,8,55%,17,0,2018-08-11
77,FC Bayern,7,6,59%,13,0,2019-11-09
118,FC Bayern,14,5,48%,13,3,2020-08-15
188,FC Bayern,10,5,47%,13,0,2021-10-30
256,FC Bayern,13,7,45%,11,2,2023-12-09
283,FC Bayern,14,5,43%,11,2,2024-08-10
374,FC Bayern,12,3,47%,11,0,2026-01-03
12,Juventus,12,3,43%,7,2,2018-09-15
65,Juventus,10,4,51%,11,0,2019-09-14
150,Juventus,14,4,46%,9,0,2021-01-02
191,Juventus,17,3,44%,14,2,2021-11-06
243,Juventus,15,2,43%,7,2,2023-11-04
303,Juventus,11,4,49%,11,0,2024-11-09
371,Juventus,13,2,54%,14,0,2025-12-27
44,Liverpool,12,6,45%,11,0,2019-01-26
91,Liverpool,7,3,46%,9,1,2019-12-28
128,Liverpool,12,5,51%,12,3,2020-10-03
222,Liverpool,13,1,47%,9,1,2022-04-30
230,Liverpool,11,2,47%,8,1,2023-08-19
309,Liverpool,14,6,47%,16,2,2024-12-07
342,Liverpool,8,7,52%,17,2,2025-08-16
55,Man Utd,17,4,49%,11,2,2019-05-04
98,Man Utd,9,5,50%,11,2,2020-01-25
164,Man Utd,19,4,44%,11,2,2021-04-17
220,Man Utd,13,5,46%,9,1,2022-04-16
246,Man Utd,9,1,42%,6,0,2023-11-11
334,Man Utd,9,3,47%,11,1,2025-05-03
392,Man Utd,15,2,45%,8,0,2026-05-02
39,R. Madrid,14,2,46%,11,3,2019-01-05
59,R. Madrid,10,5,58%,15,1,2019-08-10
166,R. Madrid,11,10,48%,16,1,2021-05-01
174,R. Madrid,7,3,44%,16,3,2021-08-14
274,R. Madrid,12,2,41%,10,1,2024-04-20
327,R. Madrid,8,6,49%,15,0,2025-02-22
358,R. Madrid,9,2,52%,11,1,2025-11-08
14,Arsenal,12,4,38%,8,0,2018-10-06
70,Arsenal,11,7,53%,17,1,2019-10-05
153,Arsenal,7,5,48%,13,1,2021-01-23
176,Arsenal,7,3,48%,17,1,2021-08-14
260,Arsenal,15,2,52%,8,0,2023-12-30
313,Arsenal,13,5,62%,18,2,2024-12-28
357,Arsenal,16,4,42%,5,2,2025-11-08
52,Barcelona,14,4,49%,10,1,2019-04-20
80,Barcelona,16,7,58%,19,1,2019-11-09
147,Barcelona,16,6,49%,15,1,2020-12-26
196,Barcelona,7,5,48%,14,0,2021-11-27
278,Barcelona,15,8,47%,11,2,2024-05-04
305,Barcelona,13,3,51%,9,2,2024-11-30
386,Barcelona,16,6,47%,16,4,2026-04-18
56,FC Bayern,14,4,48%,13,1,2019-05-04
101,FC Bayern,10,6,49%,12,0,2020-02-22
129,FC Bayern,11,6,53%,14,1,2020-10-31
202,FC Bayern,10,7,54%,18,1,2022-01-01
247,FC Bayern,7,7,53%,20,0,2023-11-11
299,FC Bayern,10,6,42%,14,0,2024-11-02
350,FC Bayern,15,3,47%,9,0,2025-10-04
34,Chelsea,11,6,49%,14,1,2018-12-29
95,Chelsea,8,1,47%,12,0,2020-01-04
123,Chelsea,12,4,45%,12,0,2020-09-12
213,Chelsea,16,5,47%,13,0,2022-02-19
265,Chelsea,11,3,51%,10,0,2024-01-27
332,Chelsea,13,2,57%,10,1,2025-04-19
338,Chelsea,10,3,33%,11,0,2025-08-09
40,Liverpool,10,4,43%,11,1,2019-01-05
60,Liverpool,12,6,57%,15,1,2019-08-10
167,Liverpool,16,6,51%,21,1,2021-05-01
181,Liverpool,8,7,56%,14,1,2021-10-02
235,Liverpool,5,8,60%,15,1,2023-09-16
292,Liverpool,13,7,49%,15,2,2024-09-14
375,Liverpool,9,3,38%,10,1,2026-01-03
19,Man Utd,14,5,48%,10,1,2018-11-03
90,Man Utd,16,7,50%,13,1,2019-12-28
116,Man Utd,13,3,44%,9,0,2020-08-08
185,Man Utd,11,4,45%,11,2,2021-10-30
273,Man Utd,14,5,48%,10,3,2024-04-20
321,Man Utd,12,4,47%,14,0,2025-01-25
367,Man Utd,12,4,49%,13,0,2025-12-06
2,R. Madrid,14,3,50%,9,3,2018-08-11
108,R. Madrid,17,5,48%,14,1,2020-04-18
157,R. Madrid,18,6,47%,12,0,2021-02-20
200,R. Madrid,15,4,48%,10,2,2021-12-04
225,R. Madrid,11,6,54%,9,0,2023-08-12
285,R. Madrid,11,4,49%,12,2,2024-08-17
390,R. Madrid,14,4,48%,10,1,2026-05-02
20,Arsenal,13,4,49%,15,0,2018-11-03
94,Arsenal,11,6,40%,11,0,2020-01-04
132,Arsenal,16,8,53%,18,2,2020-10-31
190,Arsenal,12,1,49%,7,2,2021-11-06
226,Arsenal,15,1,31%,3,1,2023-08-12
304,Arsenal,21,13,54%,16,2,2024-11-09
389,Arsenal,17,2,48%,7,0,2026-05-02
29,Barcelona,19,1,51%,9,2,2018-12-08
102,Barcelona,18,4,50%,17,0,2020-02-22
121,Barcelona,9,7,57%,15,0,2020-09-12
175,Barcelona,14,4,46%,11,1,2021-08-14
245,Barcelona,11,4,53%,16,2,2023-11-11
296,Barcelona,13,6,46%,12,0,2024-10-05
359,Barcelona,16,2,40%,10,2,2025-11-08
51,FC Bayern,11,3,48%,10,2,2019-04-20
69,FC Bayern,8,7,51%,16,0,2019-10-05
160,FC Bayern,15,3,45%,8,1,2021-02-20
199,FC Bayern,14,5,51%,11,0,2021-12-04
275,FC Bayern,15,2,47%,11,0,2024-04-20
308,FC Bayern,15,5,60%,12,3,2024-11-30
385,FC Bayern,13,7,57%,16,0,2026-04-18
15,Chelsea,12,6,54%,15,2,2018-10-06
64,Chelsea,9,2,44%,9,1,2019-08-17
156,Chelsea,11,2,54%,10,0,2021-01-23
195,Chelsea,17,1,39%,10,0,2021-11-27
258,Chelsea,5,6,51%,11,0,2023-12-30
286,Chelsea,10,4,46%,16,0,2024-08-17
366,Chelsea,10,6,52%,13,2,2025-12-06
5,Juventus,12,5,43%,10,0,2018-08-18
88,Juventus,16,6,47%,14,1,2019-12-07
140,Juventus,14,3,39%,6,0,2020-11-28
217,Juventus,9,8,53%,22,2,2022-04-16
264,Juventus,14,5,46%,9,3,2024-01-06
320,Juventus,8,2,49%,11,0,2025-01-04
346,Juventus,12,4,40%,9,2,2025-09-13
35,Man Utd,12,4,46%,9,2,2018-12-29
107,Man Utd,9,2,35%,7,1,2020-04-18
146,Man Utd,12,3,35%,6,1,2020-12-26
204,Man Utd,15,5,40%,10,1,2022-01-01
241,Man Utd,8,4,51%,8,1,2023-11-04
328,Man Utd,10,1,37%,8,0,2025-02-22
379,Man Utd,11,4,47%,16,1,2026-01-24
26,R. Madrid,16,5,53%,13,3,2018-12-01
79,R. Madrid,17,4,47%,14,0,2019-11-09
114,R. Madrid,14,7,50%,14,2,2020-08-08
186,R. Madrid,15,2,45%,10,3,2021-10-30
277,R. Madrid,12,1,45%,8,0,2024-05-04
316,R. Madrid,11,2,44%,5,0,2024-12-28
340,R. Madrid,9,7,54%,13,0,2025-08-09
32,Arsenal,10,4,52%,11,0,2018-12-08
78,Arsenal,7,4,36%,15,0,2019-11-09
158,Arsenal,6,4,57%,13,2,2021-02-20
198,Arsenal,13,3,44%,11,1,2021-12-04
233,Arsenal,17,3,48%,9,1,2023-09-16
288,Arsenal,11,5,43%,9,1,2024-08-17
376,Arsenal,18,0,44%,7,1,2026-01-03
8,Barcelona,14,8,55%,14,1,2018-08-18
96,Barcelona,20,4,43%,11,2,2020-01-04
155,Barcelona,16,6,50%,10,3,2021-01-23
215,Barcelona,13,7,51%,18,0,2022-02-19
228,Barcelona,6,5,53%,18,0,2023-08-12
314,Barcelona,10,4,46%,19,2,2024-12-28
369,Barcelona,18,2,42%,5,4,2025-12-27
43,FC Bayern,17,6,45%,14,2,2019-01-26
85,FC Bayern,16,3,46%,6,1,2019-12-07
139,FC Bayern,11,10,48%,18,1,2020-11-28
173,FC Bayern,13,2,41%,12,1,2021-08-14
279,FC Bayern,10,3,47%,16,0,2024-05-04
329,FC Bayern,9,3,47%,12,1,2025-04-19
360,FC Bayern,9,5,47%,10,0,2025-11-08
25,Chelsea,5,4,62%,14,0,2018-12-01
72,Chelsea,20,3,46%,13,2,2019-10-05
130,Chelsea,11,3,53%,12,1,2020-10-31
183,Chelsea,15,3,46%,15,1,2021-10-02
271,Chelsea,9,7,49%,12,2,2024-02-24
307,Chelsea,15,9,53%,18,3,2024-11-30
361,Chelsea,5,5,57%,18,0,2025-11-29
46,Juventus,13,4,43%,9,2,2019-02-23
62,Juventus,11,4,47%,9,0,2019-08-17
141,Juventus,16,2,49%,11,1,2020-12-05
209,Juventus,12,6,52%,14,1,2022-01-29
239,Juventus,13,3,52%,12,2,2023-10-07
294,Juventus,16,4,52%,14,1,2024-10-05
343,Juventus,10,3,60%,11,1,2025-08-16
11,Liverpool,11,7,52%,16,2,2018-09-15
81,Liverpool,11,5,45%,11,1,2019-11-30
120,Liverpool,8,6,44%,12,0,2020-08-15
177,Liverpool,9,5,59%,14,0,2021-09-11
267,Liverpool,16,7,52%,13,1,2024-01-27
300,Liverpool,12,5,43%,10,1,2024-11-02
351,Liverpool,8,5,52%,11,0,2025-10-04
22,R. Madrid,5,5,42%,12,2,2018-11-10
103,R. Madrid,14,3,49%,9,1,2020-02-22
122,R. Madrid,9,6,52%,14,1,2020-09-12
193,R. Madrid,11,8,48%,12,2,2021-11-27
259,R. Madrid,8,6,44%,15,0,2023-12-30
319,R. Madrid,8,3,50%,14,0,2025-01-04
388,R. Madrid,9,4,49%,14,0,2026-04-18
33,Arsenal,14,2,53%,11,1,2018-12-29
63,Arsenal,5,9,54%,16,0,2019-08-17
119,Arsenal,11,2,51%,10,1,2020-08-15
218,Arsenal,11,4,48%,10,0,2022-04-16
270,Arsenal,15,4,41%,11,0,2024-02-24
306,Arsenal,17,6,47%,19,3,2024-11-30
352,Arsenal,8,8,52%,17,2,2025-10-04
13,Barcelona,9,7,58%,16,0,2018-10-06
71,Barcelona,18,5,43%,11,1,2019-10-05
163,Barcelona,9,5,49%,11,0,2021-04-17
180,Barcelona,9,7,47%,14,0,2021-09-11
244,Barcelona,7,3,53%,8,1,2023-11-04
330,Barcelona,7,5,43%,15,1,2025-04-19
373,Barcelona,16,4,50%,11,3,2026-01-03
18,FC Bayern,16,5,49%,14,2,2018-11-03
93,FC Bayern,14,10,49%,16,2,2020-01-04
127,FC Bayern,20,6,44%,12,3,2020-10-03
192,FC Bayern,15,4,49%,13,1,2021-11-06
262,FC Bayern,14,7,41%,12,1,2024-01-06
322,FC Bayern,14,6,54%,14,0,2025-01-25
344,FC Bayern,8,7,45%,14,2,2025-08-16
6,Chelsea,18,6,47%,16,0,2018-08-18
87,Chelsea,8,2,51%,10,2,2019-12-07
138,Chelsea,6,5,44%,12,1,2020-11-28
206,Chelsea,12,6,43%,13,2,2022-01-22
237,Chelsea,11,9,54%,22,0,2023-10-07
297,Chelsea,8,5,43%,15,0,2024-11-02
381,Chelsea,8,2,49%,10,0,2026-02-21
30,Juventus,10,4,48%,8,1,2018-12-08
83,Juventus,16,6,45%,16,1,2019-11-30
133,Juventus,16,6,52%,15,4,2020-11-07
172,Juventus,20,3,48%,13,4,2021-08-07
253,Juventus,18,6,49%,8,4,2023-12-09
311,Juventus,15,3,51%,9,1,2024-12-07
362,Juventus,11,3,47%,7,1,2025-11-29
53,Liverpool,16,5,44%,15,1,2019-05-04
111,Liverpool,16,3,50%,21,1,2020-05-02
144,Liverpool,14,4,42%,13,0,2020-12-05
210,Liverpool,14,5,57%,18,2,2022-01-29
249,Liverpool,13,5,55%,18,1,2023-12-02
284,Liverpool,12,3,53%,13,3,2024-08-10
370,Liverpool,8,6,51%,14,1,2025-12-27
50,Man Utd,16,4,46%,8,3,2019-04-20
73,Man Utd,15,1,41%,7,1,2019-11-02
151,Man Utd,26,5,38%,9,6,2021-01-02
224,Man Utd,12,4,53%,7,1,2022-04-30
231,Man Utd,6,5,57%,18,0,2023-08-19
289,Man Utd,19,4,47%,11,2,2024-09-14
355,Man Utd,19,3,53%,15,1,2025-11-01
